SCHOOL_ID,EXAMEN_JAAR,INSTELLINGSNAAM_VESTIGING,POSTCODE_VESTIGING,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,PROVINCIE,SOORT_PO,DENOMINATIE_VESTIGING,BEVOEGD_GEZAG_NUMMER,AANTAL_LEERLINGEN_EXAMEN,EXAMEN,EXAMEN_AANTAL,EXAMEN_GEM
003MR,2019,Kbs Weilust,4817WR,BREDA,758,Breda,Noord-Brabant,Bo,Rooms-Katholiek,41407,58.0,CET,58,539.086206896552
003MT,2019,Basissch Molenbolwerk,4515AT,IJZENDIJKE,1714,Sluis,Zeeland,Bo,Rooms-Katholiek,37299,12.0,CET,12,536.083333333333
003MW,2019,RK Bs Het Palet,4625BR,BERGEN OP ZOOM,748,Bergen op Zoom,Noord-Brabant,Bo,Rooms-Katholiek,40517,10.0,IEP,10,82.0
003MX,2019,Basisschool de Caleidoscoop,6444CL,BRUNSSUM,899,Brunssum,Limburg,Bo,Rooms-Katholiek,41516,27.0,DIA,27,356.0
003NB,2019,De Rozenhorst,3181HE,ROZENBURG ZH,599,Rotterdam,Zuid-Holland,Bo,Rooms-Katholiek,24597,39.0,CET,39,532.846153846154
003NC,2019,Basisonderwijs Scharn,6226BP,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,61.0,CET,61,538.213114754098
003NE,2019,RK Basisschool Vinkenbos,4714BZ,SPRUNDEL,840,Rucphen,Noord-Brabant,Bo,Rooms-Katholiek,31017,47.0,CET,46,533.021739130435
003NF,2019,De Drie Vijvers,6596AP,MILSBEEK,907,Gennep,Limburg,Bo,Rooms-Katholiek,37663,25.0,IEP,25,88.28
003NI,2019,Tweemaster,2141VJ,VIJFHUIZEN,394,Haarlemmermeer,Noord-Holland,Bo,Algemeen bijzonder,40775,45.0,ROUTE8,45,197.955555555556
003NJ,2019,Aloysius,2051BC,OVERVEEN,377,Bloemendaal,Noord-Holland,Bo,Rooms-Katholiek,40775,27.0,IEP,27,88.5925925925926
003NN,2019,RK BS De Driesprong,4861BB,CHAAM,1723,Alphen-Chaam,Noord-Brabant,Bo,Rooms-Katholiek,32060,29.0,CET,29,536.51724137931
003NO,2019,RK Basissch De Wegwijzer,4885AH,ACHTMAAL,879,Zundert,Noord-Brabant,Bo,Rooms-Katholiek,78066,13.0,ROUTE8,13,204.07692307692298
003NP,2019,Basissch St Sebastianus,7447CK,HELLENDOORN,163,Hellendoorn,Overijssel,Bo,Rooms-Katholiek,68836,20.0,CET,21,538.428571428571
003NR,2019,Basisschool De Oostvogel,4586AJ,LAMSWAARDE,677,Hulst,Zeeland,Bo,Rooms-Katholiek,40803,8.0,IEP,8,81.375
003NT,2019,RK Basissch De Regenboog,2252TR,VOORSCHOTEN,626,Voorschoten,Zuid-Holland,Bo,Rooms-Katholiek,41447,46.0,CET,46,537.695652173913
003NU,2019,Talentencampus Venlo Basisondw,5913GB,VENLO,983,Venlo,Limburg,Bo,Rooms-Katholiek,41018,35.0,AMN,35,414.171428571429
003NW,2019,Kbs De Zandberg,4818GL,BREDA,758,Breda,Noord-Brabant,Bo,Rooms-Katholiek,41407,85.0,CET,85,538.0
003NY,2019,RK Basissch St Antonius,2431XB,NOORDEN,569,Nieuwkoop,Zuid-Holland,Bo,Rooms-Katholiek,40974,17.0,CET,17,538.3529411764711
003NZ,2019,RK Basissch D Krullevaar,2871CV,SCHOONHOVEN,1931,Krimpenerwaard,Zuid-Holland,Bo,Rooms-Katholiek,40765,5.0,CET,5,535.8
003OA,2019,Basissch Petrus Dathenus,1222VC,HILVERSUM,402,Hilversum,Noord-Holland,Bo,Reformatorisch,34139,5.0,CET,5,535.6
003OB,2019,Basisschool Ummer Clumme,6343RJ,KLIMMEN,986,Voerendaal,Limburg,Bo,Rooms-Katholiek,41506,20.0,ROUTE8,19,215.631578947368
003OC,2019,OEC De Welp,7475CX,MARKELO,1735,Hof van Twente,Overijssel,Bo,Protestants-Christelijk,27910,12.0,ROUTE8,12,209.166666666667
003OJ,2019,Ds J Groenewegenschool,4251GD,WERKENDAM,870,Werkendam,Noord-Brabant,Bo,Reformatorisch,39275,71.0,CET,71,536.070422535211
003OK,2019,BS De Zuidstroom,5912BT,VENLO,983,Venlo,Limburg,Bo,Rooms-Katholiek,41018,31.0,AMN,31,408.58064516128997
003OM,2019,RK Bs De Berensprong,6075CW,HERKENBOSCH,1669,Roerdalen,Limburg,Bo,Rooms-Katholiek,41692,35.0,ROUTE8,35,198.228571428571
003ON,2019,St Gerardus Majella,9602GX,HOOGEZAND,1952,Midden-Groningen,Groningen,Bo,Rooms-Katholiek,45000,15.0,ROUTE8,15,180.4
003OP,2019,Basisschool St Oda,6217KM,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,21.0,DIA,21,361.666666666667
003OR,2019,GBS De Sterrenpracht,4571TV,AXEL,715,Terneuzen,Zeeland,Bo,Gereformeerd vrijgemaakt,41646,15.0,CET,15,537.866666666667
003OT,2019,RK BSO De Meule,5914XS,VENLO,983,Venlo,Limburg,Bo,Rooms-Katholiek,41018,39.0,AMN,40,419.925
003OU,2019,Ond Gemeenschap de Hoeve,3871NA,HOEVELAKEN,267,Nijkerk,Gelderland,Bo,Rooms-Katholiek,39912,47.0,CET,47,536.404255319149
003PC,2019,RK BS Teresia,5141HK,WAALWIJK,867,Waalwijk,Noord-Brabant,Bo,Rooms-Katholiek,71008,22.0,IEP,22,79.0
003PD,2019,Basisschool De Octopus,6071VP,SWALMEN,957,Roermond,Limburg,Bo,Rooms-Katholiek,41692,42.0,ROUTE8,42,196.64285714285703
003PF,2019,Basisschool Bocholtz,6351HJ,BOCHOLTZ,965,Simpelveld,Limburg,Bo,Rooms-Katholiek,41516,44.0,ROUTE8,44,205.636363636364
003PH,2019,RKBS De Kiem,2371EK,ROELOFARENDSVEEN,1884,Kaag en Braassem,Zuid-Holland,Bo,"Samenwerking PC, RK",40969,32.0,CET,32,532.9375
003PJ,2019,Basissch St Joan,6027PL,SOERENDONK,1706,Cranendonck,Noord-Brabant,Bo,Rooms-Katholiek,31384,12.0,CET,12,541.833333333333
003PK,2019,Basissch Sint Agnes,5106NE,DONGEN,766,Dongen,Noord-Brabant,Bo,Rooms-Katholiek,40672,11.0,CET,11,534.454545454546
003PL,2019,RK Bs St Jozef,4759BD,NOORDHOEK,1709,Moerdijk,Noord-Brabant,Bo,Rooms-Katholiek,31017,5.0,CET,5,542.0
003PM,2019,De Wegwijzer,5271XR,SINT-MICHIELSGESTEL,845,Sint-Michielsgestel,Noord-Brabant,Bo,Rooms-Katholiek,40848,26.0,ROUTE8,26,208.42307692307702
003PN,2019,Ter Doest,4569AP,GRAAUW,677,Hulst,Zeeland,Bo,Rooms-Katholiek,40803,9.0,ROUTE8,9,200.888888888889
003PP,2019,Bernadetteschool,5738AH,MARIAHOUT,1659,Laarbeek,Noord-Brabant,Bo,Rooms-Katholiek,40557,29.0,CET,29,537.965517241379
003PQ,2019,Petrusschool,2286RL,RIJSWIJK ZH,603,Rijswijk,Zuid-Holland,Bo,Rooms-Katholiek,40928,27.0,IEP,27,79.8148148148148
003PS,2019,Montessori Landsmeer,1121JC,LANDSMEER,415,Landsmeer,Noord-Holland,Bo,Algemeen bijzonder,40586,30.0,CET,30,534.6
003PV,2019,Basisschool 't Kempke,6077AS,SINT ODILIENBERG,1669,Roerdalen,Limburg,Bo,Rooms-Katholiek,41692,15.0,CET,15,538.4
003PW,2019,Basissch Maria,5382JD,VINKEL,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,41228,21.0,ROUTE8,21,202.57142857142898
003PX,2019,Basisschool De Pollenhof,5321GL,HEDEL,263,Maasdriel,Gelderland,Bo,Rooms-Katholiek,41090,23.0,CET,23,537.695652173913
003PY,2019,Basisschool De Oase,2555XW,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Rooms-Katholiek,20281,59.0,IEP,59,81.6779661016949
003QA,2019,De Plakkenberg,7064BK,SILVOLDE,1509,Oude IJsselstreek,Gelderland,Bo,Rooms-Katholiek,41563,43.0,CET,43,532.581395348837
003QB,2019,Basisschool St Bernardus,4567CA,CLINGE,677,Hulst,Zeeland,Bo,Rooms-Katholiek,40803,15.0,ROUTE8,15,209.93333333333302
003QC,2019,RK BS St Anthonius,4698AS,OUD-VOSSEMEER,716,Tholen,Zeeland,Bo,Rooms-Katholiek,40517,6.0,IEP,6,89.3333333333333
003QD,2019,Petrus en Paulus School,6213HM,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,32.0,DIA,32,362.875
003QF,2019,Basisschool Sint Anna,5863AT,BLITTERSWIJCK,984,Venray,Limburg,Bo,Rooms-Katholiek,47920,16.0,ROUTE8,17,197.82352941176498
003QI,2019,KC STip,5865BJ,TIENRAY,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,16.0,ROUTE8,16,221.375
003QJ,2019,Basisschool Megelsheim,5864CS,MEERLO,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,24.0,ROUTE8,24,211.166666666667
003QK,2019,Basisschool St Liduina,6037RW,KELPEN-OLER,1640,Leudal,Limburg,Bo,Rooms-Katholiek,23961,9.0,ROUTE8,9,207.111111111111
003QL,2019,Basisschool De Vryheit,1949EG,WIJK AAN ZEE,375,Beverwijk,Noord-Holland,Bo,Rooms-Katholiek,26158,17.0,IEP,17,84.47058823529409
003QN,2019,Basisschool Edith Stein,5465RJ,VEGHEL,1948,Meierijstad,Noord-Brabant,Bo,Rooms-Katholiek,73712,16.0,DIA,16,357.3125
003QO,2019,'t Schrijverke,5373CH,HERPEN,828,Oss,Noord-Brabant,Bo,Rooms-Katholiek,48348,25.0,ROUTE8,25,214.64
003QP,2019,SWS De Fladderiep,8317AG,KRAGGENBURG,171,Noordoostpolder,Flevoland,Bo,"Samenwerking PC, RK",40662,16.0,CET,16,535.9375
003QQ,2019,De Tragellijn,6915VT,LOBITH,299,Zevenaar,Gelderland,Bo,Rooms-Katholiek,77235,29.0,DIA,29,357.103448275862
003QR,2019,IKC Het Sterrenbos,6851GM,HUISSEN,1705,Lingewaard,Gelderland,Bo,Rooms-Katholiek,28147,43.0,IEP,43,82.0697674418605
003QS,2019,Basisschool A Schweitzer,6942VA,DIDAM,1955,Montferland,Gelderland,Bo,Protestants-Christelijk,42330,26.0,CET,26,535.153846153846
003QT,2019,Basisschool De Schittering,4927BB,HOOGE ZWALUWE,1719,Drimmelen,Noord-Brabant,Bo,Protestants-Christelijk,41782,17.0,CET,18,537.611111111111
003QW,2019,RK BS Op Dreef,4645EV,PUTTE,873,Woensdrecht,Noord-Brabant,Bo,Rooms-Katholiek,40517,23.0,IEP,23,83.4782608695652
003QY,2019,Angelaschool,5281JB,BOXTEL,757,Boxtel,Noord-Brabant,Bo,Rooms-Katholiek,42564,71.0,CET,70,537.9
003QZ,2019,Basisschool De Sleye,6097CW,HEEL,1641,Maasgouw,Limburg,Bo,Rooms-Katholiek,41797,33.0,ROUTE8,33,199.57575757575802
003RA,2019,RK Basissch De Horizon,8307AX,ENS,171,Noordoostpolder,Flevoland,Bo,Rooms-Katholiek,40662,20.0,CET,20,539.25
003RC,2019,Basisschool St Stephanus,7625PH,ZENDEREN,147,Borne,Overijssel,Bo,Rooms-Katholiek,68836,16.0,CET,16,536.375
003RD,2019,Op De Hoeksteen,8061AJ,HASSELT,1896,Zwartewaterland,Overijssel,Bo,Gereformeerd vrijgemaakt,41632,17.0,CET,17,534.941176470588
003RE,2019,Basisschool De Mirt,8265EA,KAMPEN,166,Kampen,Overijssel,Bo,Gereformeerd vrijgemaakt,41632,18.0,CET,18,538.611111111111
003RG,2019,RK Basisschool Bergop,6367HK,VOERENDAAL,986,Voerendaal,Limburg,Bo,Rooms-Katholiek,41506,12.0,ROUTE8,12,197.0
003RK,2019,Jan De Bakker School,3442XH,WOERDEN,632,Woerden,Utrecht,Bo,Reformatorisch,43188,29.0,CET,29,541.413793103448
003RL,2019,De Biezenkamp,6573BH,BEEK-UBBERGEN,1945,Berg en Dal,Gelderland,Bo,Rooms-Katholiek,40814,57.0,CET,59,538.067796610169
003RN,2019,Sint Josef,5825BL,OVERLOON,756,Boxmeer,Noord-Brabant,Bo,Rooms-Katholiek,43305,49.0,IEP,49,80.89795918367349
003RO,2019,Het Loo,7021XW,ZELHEM,1876,Bronckhorst,Gelderland,Bo,Protestants-Christelijk,41011,18.0,IEP,18,74.3333333333333
103RO,2019,PC Bs Nijman IJzevoorde,7004HT,DOETINCHEM,222,Doetinchem,Gelderland,Bo,Protestants-Christelijk,41011,8.0,IEP,8,89.375
003RP,2019,Basisschool Antonius,6082AM,BUGGENUM,1640,Leudal,Limburg,Bo,Rooms-Katholiek,23961,5.0,AMN,6,437.333333333333
003RQ,2019,Rehoboth-School,2992AB,BARENDRECHT,489,Barendrecht,Zuid-Holland,Bo,Reformatorisch,43383,46.0,IEP,46,85.804347826087
003RS,2019,Basisschool de Violier,6101HH,ECHT,1711,Echt-Susteren,Limburg,Bo,Rooms-Katholiek,41797,24.0,CET,24,534.0
003RT,2019,Deken Wehmeijer,5334JW,VELDDRIEL,263,Maasdriel,Gelderland,Bo,Rooms-Katholiek,41090,11.0,ROUTE8,11,196.909090909091
003RV,2019,Basisschool Eigenwijs,5808AV,OIRLO,984,Venray,Limburg,Bo,Rooms-Katholiek,44397,11.0,CET,11,539.818181818182
003RW,2019,De Tandem,6612BB,NEDERASSELT,252,Heumen,Gelderland,Bo,Rooms-Katholiek,40814,9.0,CET,9,533.777777777778
003RX,2019,Willibrord-School,9501CZ,STADSKANAAL,37,Stadskanaal,Groningen,Bo,Rooms-Katholiek,45000,35.0,CET,35,535.428571428571
003RY,2019,Sint Gerardus,7826CT,EMMEN,114,Emmen,Drenthe,Bo,Rooms-Katholiek,45000,30.0,IEP,30,79.2
003RZ,2019,Chr Nat Basissch De Bron,7833GH,NIEUW-AMSTERDAM,114,Emmen,Drenthe,Bo,Protestants-Christelijk,41551,31.0,ROUTE8,31,205.29032258064498
003SB,2019,Basisschool De Hoge Waai,4944XB,RAAMSDONK,779,Geertruidenberg,Noord-Brabant,Bo,Rooms-Katholiek,43825,21.0,CET,21,535.952380952381
003SC,2019,Willibrord,7591NX,DENEKAMP,1774,Dinkelland,Overijssel,Bo,Rooms-Katholiek,75219,11.0,CET,11,531.090909090909
003SE,2019,RK BS Het Mozaiëk,4541AL,SLUISKIL,715,Terneuzen,Zeeland,Bo,Rooms-Katholiek,40803,13.0,CET,13,533.923076923077
003SH,2019,De Wereldwijzer,6023AM,BUDEL-SCHOOT,1706,Cranendonck,Noord-Brabant,Bo,Rooms-Katholiek,31384,11.0,IEP,11,81.8181818181818
003SJ,2019,RK Jozef-School,1394GM,NEDERHORST DEN BERG,1696,Wijdemeren,Noord-Holland,Bo,Rooms-Katholiek,40676,20.0,ROUTE8,20,208.8
003SK,2019,Basisschool De Branding,5665VS,GELDROP,1771,Geldrop-Mierlo,Noord-Brabant,Bo,Rooms-Katholiek,40557,19.0,ROUTE8,19,192.842105263158
003SL,2019,RK Basissch Bonifatius,9561GA,TER APEL,1950,Westerwolde,Groningen,Bo,Rooms-Katholiek,45000,12.0,AMN,12,390.833333333333
003SM,2019,RK Basissch St Radbodus,9035ED,DRONRYP,1949,Waadhoeke,Friesland,Bo,Rooms-Katholiek,41000,19.0,IEP,19,83.26315789473679
003SN,2019,Daltonschool Nicolaas,3941HS,DOORN,1581,Utrechtse Heuvelrug,Utrecht,Bo,Rooms-Katholiek,69447,27.0,IEP,27,88.55555555555559
003SO,2019,RK Basisschool Het Spick,5954BC,BEESEL,889,Beesel,Limburg,Bo,Rooms-Katholiek,75597,20.0,CET,20,535.95
003SR,2019,Sint Alfonsusschool,6045AR,ROERMOND,957,Roermond,Limburg,Bo,Rooms-Katholiek,41692,23.0,ROUTE8,23,213.17391304347802
003ST,2019,Basisschool De Wegwijzer,2957SN,NIEUW-LEKKERLAND,1927,Molenwaard,Zuid-Holland,Bo,Protestants-Christelijk,32631,41.0,IEP,41,82.0487804878049
003SV,2019,Basisschool Sint Jozef,6447BE,MERKELBEEK,881,Onderbanken,Limburg,Bo,Rooms-Katholiek,41516,25.0,IEP,25,86.68
003SW,2019,RK Basisschool Op Weg,5476KL,VORSTENBOSCH,1721,Bernheze,Noord-Brabant,Bo,Rooms-Katholiek,41020,18.0,ROUTE8,18,214.055555555556
003SY,2019,KBs Pius,1391XL,ABCOUDE,736,De Ronde Venen,Utrecht,Bo,Rooms-Katholiek,70002,28.0,CET,28,538.857142857143
003TA,2019,Sint Bernardus-School,7256AP,KEIJENBORG,1876,Bronckhorst,Gelderland,Bo,Rooms-Katholiek,50844,23.0,IEP,23,75.0434782608696
003TB,2019,Basissch De Langenoord,3828EA,HOOGLAND,307,Amersfoort,Utrecht,Bo,Rooms-Katholiek,71488,34.0,CET,34,536.676470588235
003TC,2019,Basisschool Pius X,5342GH,OSS,828,Oss,Noord-Brabant,Bo,Rooms-Katholiek,75388,31.0,DIA,31,358.61290322580595
003TD,2019,Basissch Eben Haezer,8303ZR,EMMELOORD,171,Noordoostpolder,Flevoland,Bo,Reformatorisch,46152,31.0,CET,31,536.032258064516
003TF,2019,"ISE, Primary div.",5651GC,EINDHOVEN,772,Eindhoven,Noord-Brabant,Bo,Algemeen bijzonder,41840,19.0,IEP,19,86.5789473684211
003TG,2019,Roncalli Basisschool,7038AL,ZEDDAM,1955,Montferland,Gelderland,Bo,Rooms-Katholiek,50844,24.0,CET,24,535.291666666667
003TH,2019,t Klosterhufke,6653BS,DEEST,225,Druten,Gelderland,Bo,Rooms-Katholiek,41340,13.0,CET,13,525.2307692307689
003TJ,2019,Regenboogschool,4333BW,MIDDELBURG,687,Middelburg,Zeeland,Bo,Gereformeerd vrijgemaakt,41646,17.0,CET,17,542.117647058824
003TL,2019,Basisschool Toermalijn,1521DZ,WORMERVEER,479,Zaanstad,Noord-Holland,Bo,"Samenwerking PC, RK",41251,30.0,CET,30,537.133333333333
003TM,2019,Sint Jozef,1934EA,EGMOND AAN DEN HOEF,373,Bergen (NH.),Noord-Holland,Bo,Rooms-Katholiek,73919,35.0,IEP,35,84.5714285714286
003TN,2019,Basisschool Elckerlyc,2353RE,LEIDERDORP,547,Leiderdorp,Zuid-Holland,Bo,Algemeen bijzonder,41324,14.0,IEP,14,85.6428571428571
003TO,2019,Paradijsvogel,2114ER,VOGELENZANG,377,Bloemendaal,Noord-Holland,Bo,Rooms-Katholiek,40775,8.0,IEP,8,85.375
003TP,2019,Bs Ridderhof,3633CA,VREELAND,1904,Stichtse Vecht,Utrecht,Bo,Protestants-Christelijk,70002,22.0,CET,22,538.318181818182
003TQ,2019,Basisschool Essesteijn,2272EB,VOORBURG,1916,Leidschendam-Voorburg,Zuid-Holland,Bo,Algemeen bijzonder,41447,60.0,CET,60,538.666666666667
003TR,2019,Gaanderwijs,7011BJ,GAANDEREN,222,Doetinchem,Gelderland,Bo,Rooms-Katholiek,50844,50.0,CET,50,536.06
003TS,2019,Gideonschool Basisschool,1611WS,BOVENKARSPEL,532,Stede Broec,Noord-Holland,Bo,Protestants-Christelijk,79874,19.0,IEP,19,80.4736842105263
003TT,2019,A Bekemasch v RK Basison,1115VW,DUIVENDRECHT,437,Ouder-Amstel,Noord-Holland,Bo,Rooms-Katholiek,41023,29.0,ROUTE8,29,200.82758620689702
003TU,2019,SSBO Op Maat,2402NM,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Sbo,Algemeen bijzonder,41436,31.0,ROUTE8,30,152.833333333333
003TW,2019,Basisschool Don Bosco,4453AK,'S-HEERENHOEK,654,Borsele,Zeeland,Bo,Rooms-Katholiek,73932,16.0,CET,16,535.375
003TX,2019,Basisschool St Nicolaas,8144RG,LIERDERHOLTHUIS,177,Raalte,Overijssel,Bo,Rooms-Katholiek,40888,6.0,CET,6,535.833333333333
003TY,2019,Kath Basissch Spaubeek,6176BZ,SPAUBEEK,888,Beek,Limburg,Bo,Rooms-Katholiek,83280,13.0,CET,13,533.692307692308
003TZ,2019,De Doornick,6686AE,DOORNENBURG,1705,Lingewaard,Gelderland,Bo,Rooms-Katholiek,71956,24.0,CET,24,532.458333333333
003UA,2019,RK Basisschool Marienhof,6626AC,ALPHEN GLD,668,West Maas en Waal,Gelderland,Bo,Rooms-Katholiek,41340,10.0,IEP,10,85.1
003UB,2019,KBs Willibrordus,3621XD,BREUKELEN UT,1904,Stichtse Vecht,Utrecht,Bo,Rooms-Katholiek,70002,51.0,CET,51,539.56862745098
003UC,2019,De Branding,1931BL,EGMOND AAN ZEE,373,Bergen (NH.),Noord-Holland,Bo,Rooms-Katholiek,40712,17.0,DIA,17,358.882352941176
003UG,2019,Basisschool St Nicolaas,2441AD,NIEUWVEEN,569,Nieuwkoop,Zuid-Holland,Bo,Rooms-Katholiek,40974,22.0,CET,22,533.136363636364
003UJ,2019,De Langewieke,7701AK,DEDEMSVAART,160,Hardenberg,Overijssel,Bo,Rooms-Katholiek,68836,26.0,CET,26,535.423076923077
003UL,2019,Basissch De Korenaar,5704AN,HELMOND,794,Helmond,Noord-Brabant,Bo,Rooms-Katholiek,30240,27.0,CET,27,535.518518518518
003UM,2019,RK Bs Berkenveld,4726AH,HEERLE,1674,Roosendaal,Noord-Brabant,Bo,Rooms-Katholiek,74154,12.0,CET,12,536.166666666667
003UN,2019,Antonius,7137MN,LIEVELDE,1586,Oost Gelre,Gelderland,Bo,Rooms-Katholiek,46724,9.0,ROUTE8,10,180.7
003UQ,2019,RK Basissch De Wegwijzer,5756AW,VLIERDEN,762,Deurne,Noord-Brabant,Bo,Rooms-Katholiek,41223,20.0,ROUTE8,20,211.6
003UR,2019,RK Basisschool Zeilberg,5754AH,DEURNE,762,Deurne,Noord-Brabant,Bo,Rooms-Katholiek,41223,25.0,CET,25,534.12
003US,2019,Basisschool 't Maxend,5388GL,NISTELRODE,1721,Bernheze,Noord-Brabant,Bo,Rooms-Katholiek,41020,27.0,ROUTE8,27,212.18518518518502
003UU,2019,RK Bs Torenschouw,4901BE,OOSTERHOUT NB,826,Oosterhout,Noord-Brabant,Bo,Rooms-Katholiek,40278,9.0,CET,9,534.777777777778
003UW,2019,RK Bs Onder de Wieken,5964AE,METERIK,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,12.0,ROUTE8,12,209.416666666667
003UY,2019,Basisschool De Brink,5962AH,MELDERSLO,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,21.0,ROUTE8,21,213.42857142857102
003UZ,2019,Basisschool De Twister,5961BA,HORST,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,28.0,ROUTE8,28,196.10714285714297
003VA,2019,Basisschool De Wouter,5966NR,AMERICA,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,7.0,ROUTE8,7,213.14285714285703
003VB,2019,Basisschool De Doolgaard,5961TS,HORST,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,46.0,ROUTE8,46,210.47826086956502
003VC,2019,RK Bs St Ger Majella,6414BT,HEERLEN,917,Heerlen,Limburg,Bo,Rooms-Katholiek,41516,19.0,ROUTE8,19,203.52631578947398
003VD,2019,BS Onder de Linden,5986AE,BERINGE,1894,Peel en Maas,Limburg,Bo,Rooms-Katholiek,47959,21.0,ROUTE8,21,204.047619047619
003VE,2019,Basisschool De Kemp,5987AH,EGCHEL,1894,Peel en Maas,Limburg,Bo,Rooms-Katholiek,47959,15.0,ROUTE8,15,191.46666666666698
003VG,2019,Gerardusschool,5752AK,DEURNE,762,Deurne,Noord-Brabant,Bo,Rooms-Katholiek,41223,27.0,CET,27,536.37037037037
003VH,2019,De Schalm,5935AX,STEYL,983,Venlo,Limburg,Bo,Rooms-Katholiek,75597,15.0,ROUTE8,15,190.8
003VI,2019,Basissch Maria ter Heide,5464VR,VEGHEL,1948,Meierijstad,Noord-Brabant,Bo,Rooms-Katholiek,73712,15.0,DIA,15,363.26666666666705
003VK,2019,Basisschool De Hommel,5802AM,VENRAY,984,Venray,Limburg,Bo,Protestants-Christelijk,44397,45.0,IEP,45,83.0888888888889
003VL,2019,Basisschool Sint Radboud,9011WE,JIRNSUM,80,Leeuwarden,Friesland,Bo,Rooms-Katholiek,41000,9.0,IEP,9,84.3333333333333
003VP,2019,Basisschool de Arcade,6828EW,ARNHEM,202,Arnhem,Gelderland,Bo,"Samenwerking PC, RK",40972,32.0,CET,32,536.28125
003VQ,2019,Basisschool Kunst Rijk,6822ET,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,9.0,CET,9,534.666666666667
003VR,2019,Franciscus-School,5301TP,ZALTBOMMEL,297,Zaltbommel,Gelderland,Bo,Rooms-Katholiek,41090,58.0,ROUTE8,58,208.32758620689702
003VS,2019,Theresia,2061HX,BLOEMENDAAL,377,Bloemendaal,Noord-Holland,Bo,Rooms-Katholiek,40775,28.0,ROUTE8,28,224.89285714285703
003VT,2019,Basisschool De Ruijter,6551CH,WEURT,209,Beuningen,Gelderland,Bo,Rooms-Katholiek,43487,18.0,CET,18,534.888888888889
003VW,2019,KC LEEF,5995XK,KESSEL LB,1894,Peel en Maas,Limburg,Bo,Rooms-Katholiek,47959,37.0,ROUTE8,37,207.51351351351397
003VX,2019,Bs De Elsenhof,4845EB,WAGENBERG,1719,Drimmelen,Noord-Brabant,Bo,Rooms-Katholiek,43967,26.0,CET,26,535.807692307692
003VZ,2019,Basissch De Springplank,5984NB,KONINGSLUST,1894,Peel en Maas,Limburg,Bo,Rooms-Katholiek,47959,12.0,ROUTE8,12,201.5
003WD,2019,Basisschool De Kingbeek,6127BC,GREVENBICHT,1883,Sittard-Geleen,Limburg,Bo,"Samenwerking PC, RK",83280,36.0,IEP,36,83.8611111111111
003WE,2019,Basisschool Franciscus,6241BM,BUNDE,938,Meerssen,Limburg,Bo,Rooms-Katholiek,41506,57.0,CET,58,535.155172413793
003WF,2019,RK Bs De Achthoek,4911AT,DEN HOUT NB,826,Oosterhout,Noord-Brabant,Bo,Rooms-Katholiek,40278,13.0,AMN,13,403.461538461538
003WG,2019,RK BS De Wegwijzer,4664BA,LEPELSTRAAT,748,Bergen op Zoom,Noord-Brabant,Bo,Rooms-Katholiek,40517,5.0,ROUTE8,5,205.2
003WH,2019,RK Basissch St Antonius,1241HC,KORTENHOEF,1696,Wijdemeren,Noord-Holland,Bo,Rooms-Katholiek,40676,24.0,ROUTE8,24,209.458333333333
003WI,2019,RK Basissch Sancta Maria,7434PX,LETTELE,150,Deventer,Overijssel,Bo,Rooms-Katholiek,40894,13.0,CET,13,540.384615384615
003WK,2019,pcbs Juliana,4793CW,FIJNAART,1709,Moerdijk,Noord-Brabant,Bo,Protestants-Christelijk,41782,18.0,DIA,18,367.94444444444395
003WL,2019,De Diamant,2435WX,ZEVENHOVEN,569,Nieuwkoop,Zuid-Holland,Bo,Rooms-Katholiek,40974,20.0,IEP,20,85.7
003WM,2019,RK Basissch D Akkerwinde,5095AS,HOOGE MIERDE,1667,Reusel-De Mierden,Noord-Brabant,Bo,Rooms-Katholiek,44201,14.0,ROUTE8,14,213.35714285714297
003WT,2019,Jenapl De Kleine Akkers,5051CR,GOIRLE,785,Goirle,Noord-Brabant,Bo,Algemeen bijzonder,40971,8.0,IEP,8,82.5
003WU,2019,Basisschool De Wegwijzer,9571AZ,2E EXLOERMOND,1681,Borger-Odoorn,Drenthe,Bo,Protestants-Christelijk,32073,9.0,IEP,9,84.55555555555559
